,tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,drb,magapbig,sigmagapbig,rfid,has_stamp,corrected,dubious,step_id_corr,phase,parent_candid,rbversion
16,ztf,58773.144745400175,1019144740915015009,2,1019144740915,19.821384,1,1019,6.6675363,19.486582,19.5173,0.15060773,0.3263,297.1111834,59.5528571,0.7885714,0.9996923,19.5279,0.4241,828120209.0,False,False,False,bulk_1.0.0,0.0,1.022143990915015e+18,t17_f5_c3
17,ztf,58773.17266200017,1019172660915015013,1,1019172660915,19.790691,1,1019,6.3215065,19.42152,19.4746,0.15814143,0.2845,297.1110633,59.5528284,0.8528572,0.9997658,19.5076,0.3768,828120109.0,False,False,False,bulk_1.0.0,0.0,1.022143990915015e+18,t17_f5_c3
18,ztf,58774.14503470017,1020145030915015019,2,1020145030915,20.132998,1,1020,6.544392,19.647144,19.3193,0.15008709,0.1766,297.1111066,59.5528514,0.6571429,0.99995613,19.1766,0.1994,828120209.0,False,False,False,bulk_1.0.0,0.0,1.022143990915015e+18,t17_f5_c3
19,ztf,58774.172604199965,1020172600915015009,1,1020172600915,20.152777,1,1020,6.5791936,19.374243,19.2936,0.14476532,0.1487,297.1112376,59.5528779,0.87285715,0.9999913,19.3894,0.2084,828120109.0,False,False,False,bulk_1.0.0,0.0,1.022143990915015e+18,t17_f5_c3
20,ztf,58775.14476849977,1021144760915015013,2,1021144760915,20.429064,1,1021,6.6091075,19.708189,19.7387,0.1610622,0.2366,297.1111472,59.5528478,0.68714285,0.99999535,19.943,0.3678,828120209.0,False,False,False,bulk_1.0.0,0.0,1.022143990915015e+18,t17_f5_c3
21,ztf,58775.17269679997,1021172690915015013,1,1021172690915,20.541033,1,1021,6.463242,19.777067,19.4159,0.12766472,0.1419,297.1111509,59.5528441,0.6414286,0.99999577,19.224,0.1531,828120109.0,False,False,False,bulk_1.0.0,0.0,1.022143990915015e+18,t17_f5_c3
22,ztf,58776.14399310015,1022143990915015017,2,1022143990915,20.398676,1,1022,6.5914264,19.978125,20.0333,0.16730782,0.3027,297.1111341,59.5528491,0.62285715,0.9999944,19.9638,0.3665,828120209.0,False,False,False,bulk_1.0.0,0.0,1.023172380915015e+18,t17_f5_c3
23,ztf,58776.17193289986,1022171930915015014,1,1022171930915,20.60997,1,1022,6.5547414,19.67472,19.4918,0.14867024,0.1439,297.1111756,59.5527923,0.7542857,0.9997611,19.511,0.1882,828120109.0,False,False,False,bulk_1.0.0,0.0,1.023172380915015e+18,t17_f5_c3
24,ztf,58777.14439810021,1023144390915015013,2,1023144390915,19.9842,1,1023,6.76221,20.0581,19.8705,0.269011,0.2993,297.1112509,59.5528829,0.554286,,19.7959,0.3599,,False,False,False,bulk_1.0.0,0.0,1.023172380915015e+18,t17_f5_c3
25,ztf,58777.1723842998,1023172380915015013,1,1023172380915,20.240526,1,1023,6.6125073,20.015663,19.841,0.19986747,0.2216,297.1112823,59.5529477,0.75857145,0.999713,19.6176,0.2323,828120109.0,False,False,False,bulk_1.0.0,0.0,1.024172580915015e+18,t17_f5_c3
26,ztf,58778.14460649993,1024144600915015020,2,1024144600915,20.33415,1,1024,6.6146264,19.997623,20.1104,0.19221541,0.3379,297.1111615,59.5528723,0.61,0.99994516,19.9674,0.3822,828120209.0,False,False,False,bulk_1.0.0,0.0,1.024172580915015e+18,t17_f5_c3
27,ztf,58778.17258099979,1024172580915015009,1,1024172580915,20.342901,1,1024,6.601987,19.933908,19.9459,0.16861245,0.2486,297.1112195,59.5528284,0.83285713,0.99999964,19.7926,0.2782,828120109.0,True,False,False,bulk_1.0.0,0.0,0.0,t17_f5_c3
28,ztf,59179.12378469994,1425123780915015015,2,1425123780915,20.141024,1,1425,6.585616,18.88574,18.9345,0.08890305,0.1459,297.111149,59.5528806,0.83,0.99989784,18.7399,0.1568,828120209.0,False,False,False,bulk_1.0.0,0.0,1.430110980915015e+18,t17_f5_c3
29,ztf,59179.159826400224,1425159820915015011,1,1425159820915,19.687307,1,1425,6.4959683,18.615198,18.4653,0.112550266,0.114,297.1111784,59.5528572,0.8357143,0.987435,18.3583,0.1325,828120109.0,False,False,False,bulk_1.0.0,0.0,1.430110980915015e+18,t17_f5_c3
30,ztf,59181.07414350007,1427074140915015015,2,1427074140915,19.379587,1,1427,6.680544,18.893677,18.8795,0.12673625,0.1763,297.1111583,59.5527988,0.5928571,0.9996791,18.7774,0.2061,828120209.0,False,False,False,bulk_1.0.0,0.0,1.430110980915015e+18,t17_f5_c3
31,ztf,59181.15910879988,1427159100915015006,1,1427159100915,18.930231,1,1427,6.7980204,18.888815,18.8362,0.21242037,0.2033,297.1113751,59.5529128,0.31,0.85345733,18.6648,0.223,828120109.0,False,False,False,bulk_1.0.0,0.0,1.430110980915015e+18,t17_f5_c3
32,ztf,59184.11098380014,1430110980915015007,2,1430110980915,19.932844,1,1430,6.7039585,19.46481,19.9973,0.17828473,0.4783,297.1111994,59.5528437,0.5271429,0.98896515,20.0781,0.6633,828120209.0,False,False,False,bulk_1.0.0,0.0,1.434161630915015e+18,t17_f5_c3
33,ztf,59186.10237269988,1432102370915015023,2,1432102370915,19.6387,1,1432,6.73775,19.3426,19.4311,0.170024,0.2196,297.1111768,59.5527672,0.547143,,19.4058,0.2758,,False,False,False,bulk_1.0.0,0.0,1.434161630915015e+18,t17_f5_c3
34,ztf,59188.10180559987,1434101800915015011,2,1434101800915,20.006042,1,1434,6.990581,19.95754,20.4702,0.18456464,0.5563,297.1113568,59.5528442,0.67285717,0.99985516,20.5285,0.7561,828120209.0,False,False,False,bulk_1.0.0,0.0,1.434161630915015e+18,t17_f5_c3
35,ztf,59188.161631899886,1434161630915015013,1,1434161630915,19.82175,1,1434,6.6677055,19.768225,19.9377,0.1938556,0.3142,297.1113035,59.5529171,0.5928571,0.99989367,19.8623,0.3771,828120109.0,True,False,False,bulk_1.0.0,0.0,0.0,t17_f5_c3
36,ztf,59374.38775460003,1620387750915015013,1,1620387750915,20.56401,1,1620,6.447439,19.686066,19.7438,0.1332318,0.1652,297.1111417,59.5528442,0.8428571,0.99997365,19.7749,0.2186,828120109.0,True,False,False,correction_0.0.1,0.0,,t17_f5_c3
37,ztf,59376.3914005002,1622391400915015012,1,1622391400915,20.508154,1,1622,6.5174603,19.359205,19.323,0.12787515,0.1101,297.1111741,59.5528283,0.87857145,0.99999964,19.3446,0.144,828120109.0,True,False,False,correction_0.0.1,0.0,,t17_f5_c3
38,ztf,59376.45039349981,1622450390915015015,2,1622450390915,20.601244,1,1622,6.7215533,19.46787,19.5427,0.11484728,0.1541,297.1112248,59.552882,0.8457143,0.99987483,19.3631,0.1686,828120209.0,True,False,False,correction_0.0.1,0.0,,t17_f5_c3
39,ztf,59378.36751159979,1624367510915015013,1,1624367510915,20.744162,1,1624,6.5174,19.615154,19.5081,0.108707055,0.1235,297.1111954,59.5528722,0.85714287,0.99991935,19.5951,0.1718,828120109.0,True,False,False,correction_0.0.1,0.0,,t17_f5_c3
40,ztf,59378.38584489981,1624385840915015019,2,1624385840915,20.816998,1,1624,6.6779046,19.738499,19.9499,0.10604955,0.1974,297.1111711,59.5528191,0.68,0.9999843,20.0528,0.2806,828120209.0,True,False,False,correction_0.0.1,0.0,,t17_f5_c3
41,ztf,59382.34263890004,1628342630915015008,2,1628342630915,20.4738,1,1628,6.79466,20.0336,19.5758,0.172856,0.1814,297.1112377,59.5528213,0.37,,19.6814,0.2577,,False,False,False,correction_0.0.1,0.0,,t17_f5_c3
42,ztf,59382.40446759993,1628404460915015004,1,1628404460915,20.434416,1,1628,6.371389,20.01498,20.1862,0.19667405,0.2683,297.1110999,59.5528439,0.79714286,0.9999846,20.1576,0.3365,828120109.0,True,False,False,correction_0.0.1,0.0,,t17_f5_c3
