,tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,drb,magapbig,sigmagapbig,rfid,has_stamp,corrected,dubious,step_id_corr,phase,parent_candid,rbversion
10,ztf,58892.52681710012,1138526815915015002,2,1138526815915,19.7484,1,1138,10.0219,19.9419,20.2148,0.260741,0.5564,281.7023467,36.0154291,0.392857,,20.1282,0.6604,,False,False,False,bulk_1.0.0,0.0,1.141534275915015e+18,t17_f5_c3
11,ztf,58895.512280100025,1141512285915015006,2,1141512285915,20.0919,1,1141,9.9845,20.205,19.51,0.284194,0.2159,281.702348,36.0153776,0.25,,19.6788,0.3238,,False,False,False,bulk_1.0.0,0.0,1.141534275915015e+18,t17_f5_c3
12,ztf,58895.534270800184,1141534275915015009,1,1141534275915,20.145445,1,1141,5.958994,19.910208,19.5236,0.1729325,0.1896,281.7022645,36.0154087,0.2942857,0.9999566,19.4767,0.2327,684120159.0,True,False,False,bulk_1.0.0,0.0,0.0,t17_f5_c3
13,ztf,59035.34325229982,1281343255915015007,2,1281343255915,19.78146,1,1281,9.939472,19.16315,19.0325,0.12852351,0.2111,281.7023778,36.0154216,0.80142856,0.99969864,19.2501,0.3311,684120259.0,False,False,False,bulk_1.0.0,0.0,1.285311845915015e+18,t17_f5_c3
14,ztf,59038.267546299845,1284267545915015001,1,1284267545915,20.091686,1,1284,5.7230406,19.221094,19.2965,0.14724867,0.1839,281.7023419,36.0154466,0.89,0.99998254,19.4304,0.2667,684120159.0,False,False,False,bulk_1.0.0,0.0,1.285311845915015e+18,t17_f5_c3
15,ztf,59038.35997689981,1284359975915015004,2,1284359975915,20.11692,1,1284,9.850882,19.50531,19.5123,0.1534348,0.2245,281.7024178,36.0154833,0.76857144,0.99949765,19.4861,0.2813,684120259.0,False,False,False,bulk_1.0.0,0.0,1.285311845915015e+18,t17_f5_c3
16,ztf,59039.31184029998,1285311845915015003,2,1285311845915,20.241545,1,1285,10.062143,19.566692,19.465,0.14975889,0.1902,281.7023383,36.0154625,0.75142854,0.99998534,19.4611,0.2434,684120259.0,False,False,False,bulk_1.0.0,0.0,1.290244605915015e+18,t17_f5_c3
17,ztf,59041.22427080013,1287224275915015012,1,1287224275915,20.86655,1,1287,5.8432693,19.609816,19.7504,0.1107891,0.1466,281.7022888,36.0154383,0.81285715,0.999999,19.8161,0.1986,684120159.0,False,False,False,bulk_1.0.0,0.0,1.290244605915015e+18,t17_f5_c3
18,ztf,59041.28268520022,1287282685915015006,2,1287282685915,20.77614,1,1287,9.9381485,19.941004,19.6686,0.15792002,0.1478,281.702367,36.015389,0.3857143,0.99947125,19.7856,0.2107,684120259.0,False,False,False,bulk_1.0.0,0.0,1.290244605915015e+18,t17_f5_c3
19,ztf,59041.38249999983,1287382495915015005,1,1287382495915,19.853811,1,1287,5.800005,19.62274,19.9719,0.2063918,0.4862,281.7023339,36.0154217,0.46285716,0.965339,19.8622,0.5643,684120159.0,False,False,False,bulk_1.0.0,0.0,1.290244605915015e+18,t17_f5_c3
20,ztf,59044.244606500026,1290244605915015006,2,1290244605915,20.7092,1,1290,10.086398,20.02991,19.8951,0.15816204,0.1826,281.7022969,36.0154429,0.69285715,0.9999783,19.736,0.2024,684120259.0,False,False,False,bulk_1.0.0,0.0,1.290353325915015e+18,t17_f5_c3
21,ztf,59044.35332180001,1290353325915015010,1,1290353325915,20.743608,1,1290,5.8492103,19.837334,19.8705,0.13100244,0.1534,281.7023476,36.0153992,0.76,0.9999837,19.8031,0.1845,684120159.0,False,False,False,bulk_1.0.0,0.0,1.293279365915015e+18,t17_f5_c3
22,ztf,59047.27936339984,1293279365915015009,1,1293279365915,21.036964,1,1293,5.7715907,20.397907,20.3199,0.16766737,0.2043,281.702322,36.015444,0.6642857,0.9999613,20.1234,0.2189,684120159.0,True,False,False,bulk_1.0.0,0.0,0.0,t17_f5_c3
23,ztf,59399.30347219994,1645303475915015010,1,1645303475915,20.95607,1,1645,5.8659143,19.310349,19.1726,0.09775282,0.0784,281.7023048,36.0154219,0.88285714,0.99999964,19.1891,0.1009,684120159.0,True,False,False,correction_0.0.1,0.0,,t17_f5_c3
24,ztf,59399.34350690013,1645343505915015008,2,1645343505915,20.750536,1,1645,10.076756,19.492725,19.6879,0.12979059,0.1492,281.7023304,36.0154429,0.82,0.9999795,19.7664,0.2054,684120259.0,True,False,False,correction_0.0.1,0.0,,t17_f5_c3
25,ztf,59401.34192130016,1647341925915015008,2,1647341925915,20.740389,1,1647,10.0801935,19.226046,19.1656,0.113048606,0.0939,281.7023263,36.0154376,0.89285713,0.99833834,19.0227,0.1051,684120259.0,True,False,False,correction_0.0.1,0.0,,t17_f5_c3
26,ztf,59401.37136569992,1647371365915015006,1,1647371365915,20.879528,1,1647,5.867433,19.121416,19.0514,0.09147876,0.0707,281.70231,36.0154164,0.9071429,0.9999994,18.9522,0.082,684120159.0,True,False,False,correction_0.0.1,0.0,,t17_f5_c3
27,ztf,59403.3384606,1649338465915015006,2,1649338465915,20.65678,1,1649,10.060401,19.618914,19.4615,0.12996437,0.1351,281.7023388,36.015448,0.7128571,0.9999839,19.4161,0.1657,684120259.0,True,False,False,correction_0.0.1,0.0,,t17_f5_c3
28,ztf,59403.36874999991,1649368755915015006,1,1649368755915,20.670618,1,1649,5.6809983,19.31575,19.4996,0.11929896,0.1362,281.7023772,36.0154419,0.80285716,0.9999707,19.6681,0.2028,684120159.0,True,False,False,correction_0.0.1,0.0,,t17_f5_c3
29,ztf,59405.323657399975,1651323655915015007,1,1651323655915,20.784082,1,1651,5.854217,19.67102,19.6901,0.12517475,0.1435,281.7023131,36.0154208,0.85,0.9999951,19.7677,0.1968,684120159.0,True,False,False,correction_0.0.1,0.0,,t17_f5_c3
30,ztf,59407.2818287001,1653281825915015017,1,1653281825915,20.801504,1,1653,5.771829,19.785715,19.7784,0.15640926,0.1596,281.7023534,36.0154257,0.6742857,0.9999188,19.685,0.1872,684120159.0,True,False,False,correction_0.0.1,0.0,,t17_f5_c3
31,ztf,59409.33077549981,1655330775915015010,1,1655330775915,20.718193,1,1655,5.9312744,20.00815,19.879,0.18291959,0.18,281.7023365,36.0153756,0.7128571,0.99930525,19.6494,0.1869,684120159.0,True,False,False,correction_0.0.1,0.0,,t17_f5_c3
32,ztf,59735.39240740007,1981392405915015011,2,1981392405915,20.764097,1,1981,10.060112,19.461142,19.4494,0.093352206,0.1163,281.7023269,36.0154604,0.88285714,0.9999974,19.3535,0.1363,684120259.0,True,False,False,1.1.2,0.0,,t17_f5_c3
33,ztf,59735.4307407001,1981430745915015011,1,1981430745915,20.944887,1,1981,5.827514,19.17937,19.1142,0.10507497,0.0748,281.7022882,36.0154435,0.9128571,0.9999993,19.0705,0.0911,684120159.0,True,False,False,1.1.2,0.0,,t17_f5_c3
