,tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,drb,magapbig,sigmagapbig,rfid,has_stamp,corrected,dubious,step_id_corr,phase
47,ztf,59334.16674769996,1580166742715015008,1,1580166742715,20.406477,1,1580,1.8194135,18.565777,18.6787,0.103145845,0.0899,121.0024553,10.0093612,0.85,t17_f5_c3,0.9964638,18.6503,0.1101,516120127.0,True,False,False,correction_0.0.1,0.0
48,ztf,59336.20487269992,1582204872715035021,2,1582204872715,19.9912,1,1582,2.00718,17.7397,17.6667,0.061877,0.0477,121.0024595,10.0093119,0.544286,t17_f5_c3,,17.5645,0.054,,False,False,False,correction_0.0.1,0.0
49,ztf,59336.20487269992,1582204872715015021,2,1582204872715,19.991226,1,1582,2.0071855,17.739658,17.6667,0.061877448,0.0477,121.0024595,10.0093119,0.5442857,t17_f5_c3,0.9999048,17.5645,0.054,516120227.0,True,False,False,correction_0.0.1,0.0
50,ztf,59336.20487269992,1582204872715025021,2,1582204872715,19.9912,1,1582,2.00718,17.7397,17.6667,0.061877,0.0477,121.0024595,10.0093119,0.544286,t17_f5_c3,,17.5645,0.054,,False,False,False,correction_0.0.1,0.0
51,ztf,59336.22418980021,1582224182715035018,1,1582224182715,19.993,1,1582,2.08145,18.4828,18.7684,0.090852,0.1124,121.0024166,10.009297,0.722857,t17_f5_c3,,18.773,0.1422,,False,False,False,correction_0.0.1,0.0
52,ztf,59336.22418980021,1582224182715025018,1,1582224182715,19.993,1,1582,2.08145,18.4828,18.7684,0.090852,0.1124,121.0024166,10.009297,0.722857,t17_f5_c3,,18.773,0.1422,,False,False,False,correction_0.0.1,0.0
53,ztf,59336.22418980021,1582224182715015018,1,1582224182715,19.993048,1,1582,2.08145,18.482824,18.7684,0.09085233,0.1124,121.0024166,10.009297,0.7228571,t17_f5_c3,0.9999994,18.773,0.1422,516120127.0,True,False,False,correction_0.0.1,0.0
54,ztf,59338.18458329979,1584184582715015007,1,1584184582715,20.28508,1,1584,1.7801571,18.660862,18.7141,0.078522235,0.1036,121.0024558,10.0093742,0.8685714,t17_f5_c3,0.99956685,18.6404,0.1222,516120127.0,True,False,False,correction_0.0.1,0.0
55,ztf,59344.18665509997,1590186652715015011,1,1590186652715,20.231123,1,1590,1.7471194,18.698479,18.7207,0.10244405,0.1052,121.0024764,10.0093751,0.8471429,t17_f5_c3,0.9998157,19.0133,0.173,516120127.0,True,False,False,correction_0.0.1,0.0
56,ztf,59344.197766200174,1590197762715015012,2,1590197762715,20.115992,1,1590,1.9667206,17.95854,18.1495,0.070382826,0.0793,121.0024433,10.009334,0.70857143,t17_f5_c3,0.9911974,18.224,0.1058,516120227.0,True,False,False,correction_0.0.1,0.0
57,ztf,59460.51072920021,1706510722715015007,2,1706510722715,19.54935,1,1706,2.0599875,18.219696,18.333,0.11286436,0.1293,121.0025404,10.0092811,0.7171429,t17_f5_c3,0.8208208,18.276,0.1556,516120227.0,True,False,False,correction_1.0.6,0.0
58,ztf,59472.505659699906,1718505652715015015,2,1718505652715,20.089539,1,1718,1.9060113,18.412312,18.6968,0.1213717,0.1212,121.0025246,10.0093279,0.6342857,t17_f5_c3,0.7165803,18.7253,0.1556,516120227.0,True,False,False,correction_1.0.6,0.0
59,ztf,59496.47590279998,1742475902715015050,2,1742475902715,19.959255,1,1742,2.2260542,18.61217,18.4749,0.11743638,0.0933,121.0025447,10.0092322,0.53,t17_f5_c3,0.9658197,18.4006,0.1086,516120227.0,True,False,False,correction_1.0.6,0.0
60,ztf,59500.478414400015,1746478412715015020,1,1746478412715,20.26183,1,1746,2.365723,19.830282,19.9915,0.19276498,0.2861,121.0024368,10.0092045,0.5228571,t17_f5_c3,0.99419427,19.7889,0.2999,516120127.0,True,False,False,correction_1.0.6,0.0
61,ztf,59529.50603009993,1775506032715015012,1,1775506032715,20.353292,1,1775,1.6311854,19.78528,19.9758,0.17864178,0.2425,121.002557,10.0093869,0.6457143,t17_f5_c3,0.99979615,19.8653,0.2755,516120127.0,True,False,False,correction_1.0.6,0.0
62,ztf,59531.46585649997,1777465852715015021,1,1777465852715,20.638298,1,1777,2.0306807,19.740454,19.9708,0.16771553,0.2346,121.0025413,10.0092757,0.45285714,t17_f5_c3,0.99060726,19.9894,0.3,516120127.0,True,False,False,correction_1.0.6,0.0
63,ztf,59636.33071759995,1882330712715015021,2,1882330712715,20.13061,1,1882,1.9703755,18.874495,19.1862,0.14571926,0.1709,121.0024442,10.0093333,0.60714287,t17_f5_c3,0.89278126,19.1829,0.2126,516120227.0,True,False,False,correction_1.0.6,0.0
