,tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,drb,magapbig,sigmagapbig,rfid,has_stamp,corrected,dubious,step_id_corr,phase,magpsf_corr,sigmapsf_corr,sigmapsf_corr_ext
16,ztf,59526.2546759001,1772254672815015019,2,1772254672815,20.736332,1,1772,2.3257189,18.02231,18.0627,0.050905455,0.041,20.7826036,-3.1869675,0.91714287,t17_f5_c3,0.9999436,18.0679,0.0512,399120228,True,False,False,correction_1.0.6,0.0,,,
17,ztf,59526.31706020003,1772317062815015023,1,1772317062815,20.7842,1,1772,0.09718893,17.948902,17.9533,0.046246998,0.0328,20.7825983,-3.1869727,0.9457143,t17_f5_c3,0.99999976,17.9672,0.0411,399120128,True,True,False,correction_1.0.6,0.0,17.876148,0.042751346,0.04324961
18,ztf,59529.26571760001,1775265712815015015,1,1775265712815,20.28543,1,1775,0.15072797,18.003372,18.0243,0.039636757,0.0437,20.7825882,-3.1869872,0.94142854,t17_f5_c3,0.9999999,18.0525,0.0563,399120128,True,True,False,correction_1.0.6,0.0,17.927004,0.036302127,0.036944605
19,ztf,59529.3365162001,1775336512815015013,2,1775336512815,20.076338,1,1775,2.4090626,17.99006,18.0378,0.04420413,0.0531,20.7826071,-3.1869895,0.94285715,t17_f5_c3,0.9999862,18.1006,0.0708,399120228,True,False,False,correction_1.0.6,0.0,,,
20,ztf,59531.24444440007,1777244442815015010,2,1777244442815,20.005152,1,1777,2.3768768,17.974697,18.1061,0.05367347,0.0688,20.7825988,-3.1869832,0.94142854,t17_f5_c3,0.99999595,18.1283,0.0891,399120228,True,False,False,correction_1.0.6,0.0,,,
21,ztf,59531.3353587999,1777335352815015010,1,1777335352815,19.948433,1,1777,0.08867273,18.031471,17.9292,0.049904365,0.063,20.7826023,-3.1869778,0.95857143,t17_f5_c3,0.9999999,17.9134,0.0791,399120128,True,True,False,correction_1.0.6,0.0,17.953173,0.045897286,0.046432145
22,ztf,59536.30608800007,1782306082815015007,1,1782306082815,19.107275,1,1782,0.2534993,18.044085,18.1239,0.07265223,0.1504,20.782583,-3.1870215,0.93857145,t17_f5_c3,0.99996054,18.2217,0.2111,399120128,True,True,False,correction_1.0.6,0.0,17.964903,0.06716776,0.06754236
23,ztf,59538.19761569984,1784197612815015005,1,1784197612815,19.507277,1,1784,0.109150894,18.072922,18.0836,0.07815997,0.1164,20.7825935,-3.186975,0.9457143,t17_f5_c3,0.99995494,18.045,0.144,399120128,True,True,False,correction_1.0.6,0.0,17.991686,0.072159015,0.07252543
24,ztf,59538.255370399915,1784255372815015008,2,1784255372815,19.863277,1,1784,2.402108,18.101288,18.0372,0.054719023,0.0858,20.7826131,-3.186985,0.93,t17_f5_c3,0.78786886,18.0135,0.1071,399120228,True,False,False,correction_1.0.6,0.0,,,
25,ztf,59542.178090299945,1788178092815015014,2,1788178092815,20.40282,1,1788,2.3392084,18.10738,18.0658,0.047214236,0.0514,20.7825997,-3.186973,0.93714285,t17_f5_c3,0.99999785,18.0669,0.0646,399120228,True,False,False,correction_1.0.6,0.0,,,
26,ztf,59542.2801620001,1788280162815015006,1,1788280162815,19.566175,1,1788,0.1415299,18.22524,18.239,0.08583095,0.1076,20.7825935,-3.18699,0.93857145,t17_f5_c3,0.99999714,18.1535,0.1272,399120128,True,True,False,correction_1.0.6,0.0,18.13228,0.07835087,0.078787975
