,tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,magapbig,sigmagapbig,has_stamp,corrected,dubious,step_id_corr,phase,magpsf_corr,sigmapsf_corr,sigmapsf_corr_ext,drb,rfid,parent_candid
23,ztf,59423.3279281999,1669327925115015018,1,1669327925115,19.802326,1,1669,1.3962907,18.907585,18.71,0.14138043,0.1456,268.6907656,49.9479761,0.8642857,t17_f5_c3,18.7325,0.1891,True,True,True,correction_1.0.6,0.0,17.967367,0.052568015,0.059470553,0.9999999,763120151.0,
24,ztf,59423.341273100115,1669341276215015015,1,1669341276215,19.606943,1,1669,1.1166689,19.038336,19.3797,0.12861916,0.3377,268.6908727,49.9480783,0.93285716,t17_f5_c3,19.4274,0.4508,True,True,True,correction_1.0.6,0.0,18.027746,0.040209558,0.05070723,0.99999964,764120162.0,
25,ztf,59425.261377300136,1671261376215015031,1,1671261376215,20.641876,1,1671,1.2099178,19.099375,19.1145,0.103764534,0.1046,268.6908374,49.9480274,0.95714283,t17_f5_c3,19.1509,0.1345,True,True,True,correction_1.0.6,0.0,18.051403,0.023774283,0.03952392,0.99999815,764120162.0,
26,ztf,59425.262337999884,1671262335115015018,1,1671262335115,20.719109,1,1671,1.2800888,19.197252,19.2053,0.12231036,0.1048,268.6907741,49.9480161,0.93285716,t17_f5_c3,19.2743,0.138,True,True,True,correction_1.0.6,0.0,18.079954,0.030962203,0.04370629,0.99999964,763120151.0,
27,ztf,59427.27916669985,1673279165115015023,1,1673279165115,20.5603,1,1673,1.19571,19.4036,19.3464,0.152232,0.1256,268.6906853,49.9480151,0.815714,t17_f5_c3,19.3177,0.1524,False,True,True,correction_1.0.6,0.0,18.149273,0.034897998,0.04794851,,,1.673279626215015e+18
28,ztf,59427.27962959977,1673279626215015026,1,1673279626215,20.62639,1,1673,1.296451,19.26726,19.0748,0.10717518,0.0973,268.6909057,49.9480266,0.95285714,t17_f5_c3,19.0847,0.1221,True,True,True,correction_1.0.6,0.0,18.11233,0.015911251,0.036993206,0.9999968,764120162.0,
29,ztf,59427.32641200023,1673326415115015024,2,1673326415115,20.539886,1,1673,1.3689748,19.246666,19.2998,0.09592321,0.1451,268.6908053,49.9480122,0.9514286,t17_f5_c3,19.2989,0.1786,True,True,False,correction_1.0.6,0.0,17.45137,100.0,0.018357143,0.99999714,763120251.0,
30,ztf,59427.32688659988,1673326886215015013,2,1673326886215,20.405289,1,1673,1.2972399,19.185684,18.9811,0.10002262,0.121,268.6908851,49.9480622,0.96,t17_f5_c3,19.0615,0.1615,True,True,False,correction_1.0.6,0.0,17.374983,100.0,0.018871998,0.99997306,764120262.0,
31,ztf,59429.24534719996,1675245346215015020,2,1675245346215,20.617624,1,1675,1.2640404,19.293116,19.427,0.121722914,0.1569,268.690824,49.9480415,0.8814286,t17_f5_c3,19.5956,0.2249,True,True,False,correction_1.0.6,0.0,17.394457,100.0,0.021179153,0.9999795,764120262.0,
32,ztf,59429.247233800124,1675247235115015021,2,1675247235115,20.740187,1,1675,1.4230546,19.301163,19.3187,0.093551405,0.1275,268.6908505,49.9480092,0.9085714,t17_f5_c3,19.3621,0.1613,True,False,True,correction_1.0.6,0.0,,,,0.9999995,763120251.0,
33,ztf,59429.307129600085,1675307125115015017,1,1675307125115,20.646074,1,1675,1.2029892,19.617401,19.3592,0.16748486,0.1263,268.6907282,49.948027,0.69857144,t17_f5_c3,19.324,0.1525,True,True,True,correction_1.0.6,0.0,18.212187,0.029891808,0.045908146,0.9999999,763120151.0,
34,ztf,59429.310000000056,1675309996215015053,1,1675309996215,20.717255,1,1675,1.252537,19.525946,19.7001,0.12762927,0.1673,268.690838,49.9480142,0.8757143,t17_f5_c3,19.6513,0.1997,True,True,True,correction_1.0.6,0.0,18.194836,0.0102202855,0.03745468,0.99999976,764120162.0,
35,ztf,59434.20252310019,1680202525115015017,2,1680202525115,20.636469,1,1680,1.2077,19.677975,19.9978,0.16466162,0.2536,268.6907634,49.9480485,0.86285716,t17_f5_c3,19.9162,0.2893,True,True,False,correction_1.0.6,0.0,17.521717,100.0,0.022599017,0.9999933,763120251.0,
36,ztf,59434.20394679997,1680203946215015034,2,1680203946215,20.680906,1,1680,1.2846316,19.500393,19.6595,0.12719491,0.1919,268.6907967,49.9480242,0.89,t17_f5_c3,19.8601,0.2838,True,True,False,correction_1.0.6,0.0,17.427795,100.0,0.018855166,0.99999845,764120262.0,
37,ztf,59434.2430786998,1680243075115015022,1,1680243075115,20.826363,1,1680,1.038707,20.078773,19.6927,0.20554258,0.1476,268.690672,49.9480592,0.7171429,t17_f5_c3,19.5882,0.1661,True,True,True,correction_1.0.6,0.0,18.320436,0.01320362,0.0406974,0.99998903,763120151.0,
38,ztf,59434.25915510021,1680259156215015030,1,1680259156215,20.777107,1,1680,1.5787373,19.964872,19.8668,0.2041276,0.1851,268.690856,49.9479145,0.73,t17_f5_c3,19.6147,0.1833,True,False,False,correction_1.0.6,0.0,,,,0.99995863,764120162.0,
39,ztf,59436.22068289993,1682220685115015018,2,1682220685115,20.505585,1,1682,1.3121704,19.753391,19.9912,0.14870329,0.2905,268.6907984,49.9480265,0.91,t17_f5_c3,19.9876,0.3593,True,True,False,correction_1.0.6,0.0,17.531763,100.0,0.019216282,0.9993743,763120251.0,
40,ztf,59436.24023150001,1682240235115015013,1,1682240235115,20.6007,1,1682,1.19493,20.3319,20.0614,0.271647,0.2496,268.6906442,49.9480059,0.675714,t17_f5_c3,19.8803,0.2647,False,True,True,correction_1.0.6,0.0,18.366087,0.01902903,0.044430383,,,1.682257556215015e+18
41,ztf,59436.25755790016,1682257556215015023,1,1682257556215,20.603586,1,1682,1.4230951,20.28926,20.3097,0.20424137,0.3117,268.6907955,49.9479446,0.83285713,t17_f5_c3,20.2563,0.3726,True,False,False,correction_1.0.6,0.0,,,,0.9991245,764120162.0,
42,ztf,59436.373356500175,1682373356215015032,2,1682373356215,20.247765,1,1682,1.2706261,19.53348,19.2769,0.14403988,0.1868,268.6907894,49.9480235,0.85142857,t17_f5_c3,19.4368,0.2705,True,True,False,correction_1.0.6,0.0,17.432636,100.0,0.020803925,0.99985135,764120262.0,
43,ztf,59439.2193287001,1685219325115015012,2,1685219325115,20.3849,1,1685,1.34614,19.7103,19.7961,0.14973,0.2531,268.6908832,49.9480525,0.955714,t17_f5_c3,19.8447,0.3287,False,True,False,correction_1.0.6,0.0,17.526098,100.0,0.020027544,,,1.685220306215015e+18
44,ztf,59439.22030089982,1685220306215015010,2,1685220306215,20.23832,1,1685,1.172553,19.654625,19.618,0.17788874,0.2416,268.6907323,49.9480347,0.9671429,t17_f5_c3,19.6847,0.3206,True,True,False,correction_1.0.6,0.0,17.44932,100.0,0.023336,0.9999802,764120262.0,
